URI,Language,Scope note
http://collection.britishmuseum.org/id/thesauri/language/japanese-and-english,Japanese and English,
http://collection.britishmuseum.org/id/thesauri/language/japanese-and-french,Japanese and French,
http://collection.britishmuseum.org/id/thesauri/language/japanese/chinese,Japanese/Chinese,
http://collection.britishmuseum.org/id/thesauri/language/japanese/chjnese,Japanese/Chjnese,
http://collection.britishmuseum.org/id/thesauri/language/japanese,Japanese?,
http://collection.britishmuseum.org/id/thesauri/language/japaneses,Japaneses,
http://collection.britishmuseum.org/id/thesauri/language/javanese,Javanese,
http://collection.britishmuseum.org/id/thesauri/language/jemdet-nasr,Jemdet Nasr?,
http://collection.britishmuseum.org/id/thesauri/language/kaithi,Kaithi,
http://collection.britishmuseum.org/id/thesauri/language/kanarese-acc.-to-old-draft-register,Kanarese (acc. to old draft register),
http://collection.britishmuseum.org/id/thesauri/language/kanbun,Kanbun,
http://collection.britishmuseum.org/id/thesauri/language/kanbun-japanese,"Kanbun, Japanese",
http://collection.britishmuseum.org/id/thesauri/language/kannada,Kannada,
http://collection.britishmuseum.org/id/thesauri/language/kazakh,Kazakh,
http://collection.britishmuseum.org/id/thesauri/language/kharoshthi,Kharoshthi,
http://collection.britishmuseum.org/id/thesauri/language/kharosthi,Kharosthi,
http://collection.britishmuseum.org/id/thesauri/language/khmer,Khmer,
http://collection.britishmuseum.org/id/thesauri/language/kiswahili,KiSwahili,
http://collection.britishmuseum.org/id/thesauri/language/kinyarwanda,Kinyarwanda,
http://collection.britishmuseum.org/id/thesauri/language/kiswahili,Kiswahili,
http://collection.britishmuseum.org/id/thesauri/language/korale,Korale,
http://collection.britishmuseum.org/id/thesauri/language/korea,Korea,
http://collection.britishmuseum.org/id/thesauri/language/korean,Korean,
http://collection.britishmuseum.org/id/thesauri/language/korean,Korean?,
http://collection.britishmuseum.org/id/thesauri/language/kufic,Kufic,
http://collection.britishmuseum.org/id/thesauri/language/kurdish,Kurdish,
http://collection.britishmuseum.org/id/thesauri/language/latin,LATIN,
http://collection.britishmuseum.org/id/thesauri/language/latin,LAtin,
http://collection.britishmuseum.org/id/thesauri/language/laitn,Laitn,
http://collection.britishmuseum.org/id/thesauri/language/lao,Lao,
http://collection.britishmuseum.org/id/thesauri/language/larin,Larin,
http://collection.britishmuseum.org/id/thesauri/language/lati,Lati,
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin,
http://collection.britishmuseum.org/id/thesauri/language/latin-greek,Latin & Greek,
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin (?),
http://collection.britishmuseum.org/id/thesauri/language/latin-but-garbled-/-illiterate,Latin (but garbled / illiterate),
http://collection.britishmuseum.org/id/thesauri/language/latin-but-semi-literate,Latin (but semi-literate),
http://collection.britishmuseum.org/id/thesauri/language/latin-/-greek,Latin / Greek,
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin ?,
http://collection.britishmuseum.org/id/thesauri/language/latin-and-french,Latin and French,
http://collection.britishmuseum.org/id/thesauri/language/latin-and-french,Latin and French (?),
http://collection.britishmuseum.org/id/thesauri/language/latin-and-german,Latin and German,
http://collection.britishmuseum.org/id/thesauri/language/latin-and-greek,Latin and Greek,
http://collection.britishmuseum.org/id/thesauri/language/latin-and-low-german,Latin and Low German ?,
http://collection.britishmuseum.org/id/thesauri/language/latin-or-greek,Latin or Greek,
http://collection.britishmuseum.org/id/thesauri/language/latin-palmyrene,"Latin, Palmyrene",
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin-,
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin.,
http://collection.britishmuseum.org/id/thesauri/language/latin/german,Latin/German,
http://collection.britishmuseum.org/id/thesauri/language/latin/greek,Latin/Greek,
http://collection.britishmuseum.org/id/thesauri/language/latin/greek,Latin/greek,
http://collection.britishmuseum.org/id/thesauri/language/latin-dutch,Latin; Dutch,
http://collection.britishmuseum.org/id/thesauri/language/latin-english-and-french,Latin; English and French,
http://collection.britishmuseum.org/id/thesauri/language/latin-french,Latin; French,
http://collection.britishmuseum.org/id/thesauri/language/latin-german,Latin; German,
http://collection.britishmuseum.org/id/thesauri/language/latin,Latin?,
http://collection.britishmuseum.org/id/thesauri/language/latin-french,Latin? French?,
http://collection.britishmuseum.org/id/thesauri/language/latin-italian,Latin? Italian?,
http://collection.britishmuseum.org/id/thesauri/language/latin-other,Latin? Other?,
http://collection.britishmuseum.org/id/thesauri/language/latine,Latine,
http://collection.britishmuseum.org/id/thesauri/language/lating,Lating,
http://collection.britishmuseum.org/id/thesauri/language/latini,Latini,
http://collection.britishmuseum.org/id/thesauri/language/latinr,Latinr,
http://collection.britishmuseum.org/id/thesauri/language/laton,Laton,
http://collection.britishmuseum.org/id/thesauri/language/latvian,Latvian,
http://collection.britishmuseum.org/id/thesauri/language/lithuanian,Lithuanian,
http://collection.britishmuseum.org/id/thesauri/language/local-dialect-may-be-rajasthani,"Local dialect, may be Rajasthani",
http://collection.britishmuseum.org/id/thesauri/language/lombardic,Lombardic,
http://collection.britishmuseum.org/id/thesauri/language/ltain,Ltain,
http://collection.britishmuseum.org/id/thesauri/language/luwian,Luwian,
http://collection.britishmuseum.org/id/thesauri/language/luxembourgish,Luxembourgish,
http://collection.britishmuseum.org/id/thesauri/language/lybian,Lybian,
http://collection.britishmuseum.org/id/thesauri/language/lycian,Lycian,
http://collection.britishmuseum.org/id/thesauri/language/lycian-greek,Lycian & Greek,
http://collection.britishmuseum.org/id/thesauri/language/lydian,Lydian,
http://collection.britishmuseum.org/id/thesauri/language/molart.f,MOLART.F.,
http://collection.britishmuseum.org/id/thesauri/language/macedonian,Macedonian,
http://collection.britishmuseum.org/id/thesauri/language/maghrebi-arabic,Maghrebi Arabic,
http://collection.britishmuseum.org/id/thesauri/language/malagasy,Malagasy,
http://collection.britishmuseum.org/id/thesauri/language/malay,Malay,
http://collection.britishmuseum.org/id/thesauri/language/malay-and-english,Malay and English,
http://collection.britishmuseum.org/id/thesauri/language/malay-script,Malay script,
http://collection.britishmuseum.org/id/thesauri/language/malay-english,"Malay, English",
http://collection.britishmuseum.org/id/thesauri/language/malayalam,Malayalam,
http://collection.britishmuseum.org/id/thesauri/language/malayan,Malayan,
http://collection.britishmuseum.org/id/thesauri/language/maldivian-dhivehi,Maldivian Dhivehi,
http://collection.britishmuseum.org/id/thesauri/language/maltese,Maltese,
http://collection.britishmuseum.org/id/thesauri/language/manchu,Manchu,
http://collection.britishmuseum.org/id/thesauri/language/manchurian,Manchurian,
http://collection.britishmuseum.org/id/thesauri/language/mandaic,Mandaic,
http://collection.britishmuseum.org/id/thesauri/language/mandaic,Mandaic (?),
http://collection.britishmuseum.org/id/thesauri/language/mandarin,Mandarin,
http://collection.britishmuseum.org/id/thesauri/language/maori,Maori,
http://collection.britishmuseum.org/id/thesauri/language/marathi,Marathi,
http://collection.britishmuseum.org/id/thesauri/language/marwari,Marwari,
http://collection.britishmuseum.org/id/thesauri/language/maya,Maya,
http://collection.britishmuseum.org/id/thesauri/language/maya,Maya?,
http://collection.britishmuseum.org/id/thesauri/language/meroitic,Meroitic,
http://collection.britishmuseum.org/id/thesauri/language/meroitic,Meroitic(?),
http://collection.britishmuseum.org/id/thesauri/language/mewari,Mewari,
http://collection.britishmuseum.org/id/thesauri/language/mexican,Mexican,
http://collection.britishmuseum.org/id/thesauri/language/middle-egptian,Middle Egptian,
http://collection.britishmuseum.org/id/thesauri/language/middle-egyptian,Middle Egyptian,
http://collection.britishmuseum.org/id/thesauri/language/middle-phoenician,Middle Phoenician,
http://collection.britishmuseum.org/id/thesauri/language/middle-persian,Middle-Persian,
http://collection.britishmuseum.org/id/thesauri/language/minaic,Minaic,
http://collection.britishmuseum.org/id/thesauri/language/modern-greek,Modern Greek,
http://collection.britishmuseum.org/id/thesauri/language/moldovan,Moldovan,
http://collection.britishmuseum.org/id/thesauri/language/mon,Mon?,
http://collection.britishmuseum.org/id/thesauri/language/mongol,Mongol,
http://collection.britishmuseum.org/id/thesauri/language/mongolian,Mongolian,
http://collection.britishmuseum.org/id/thesauri/language/mycenaean-greek,Mycenaean Greek,
http://collection.britishmuseum.org/id/thesauri/language/n/a,N/A,
http://collection.britishmuseum.org/id/thesauri/language/nabataean,Nabataean,
http://collection.britishmuseum.org/id/thesauri/language/nabataean-or-aramaic,Nabataean or Aramaic,
http://collection.britishmuseum.org/id/thesauri/language/ndebele,Ndebele,
http://collection.britishmuseum.org/id/thesauri/language/neo-assyrian,Neo-Assyrian,
http://collection.britishmuseum.org/id/thesauri/language/neo-babylonian,Neo-Babylonian,
http://collection.britishmuseum.org/id/thesauri/language/neo-babylonian,Neo-Babylonian?,
http://collection.britishmuseum.org/id/thesauri/language/neo-punic,Neo-Punic,
http://collection.britishmuseum.org/id/thesauri/language/neo-punic-latin,Neo-Punic; Latin,
http://collection.britishmuseum.org/id/thesauri/language/nepalese,Nepalese,
http://collection.britishmuseum.org/id/thesauri/language/netherlandish,Netherlandish,
http://collection.britishmuseum.org/id/thesauri/language/no-legend-visible,No legend visible.,
http://collection.britishmuseum.org/id/thesauri/language/norman-french,Norman French,
http://collection.britishmuseum.org/id/thesauri/language/north-arabian,North Arabian,
http://collection.britishmuseum.org/id/thesauri/language/northern-thai,Northern Thai,
http://collection.britishmuseum.org/id/thesauri/language/norwegian,Norwegian,
http://collection.britishmuseum.org/id/thesauri/language/norweigan,Norweigan,
http://collection.britishmuseum.org/id/thesauri/language/numeral-used-for-arabic-persian-numbers,Numeral (used for Arabic & Persian numbers),
http://collection.britishmuseum.org/id/thesauri/language/numerical,Numerical,
http://collection.britishmuseum.org/id/thesauri/language/numidian,Numidian,
http://collection.britishmuseum.org/id/thesauri/language/nuzi,Nuzi,
http://collection.britishmuseum.org/id/thesauri/language/nuzi,Nuzi?,
http://collection.britishmuseum.org/id/thesauri/language/old-akkadian,Old Akkadian,
http://collection.britishmuseum.org/id/thesauri/language/old-akkadian-old-babylonian,Old Akkadian? Old Babylonian?,
http://collection.britishmuseum.org/id/thesauri/language/old-akkadian-sumerian,Old Akkadian? Sumerian?,
http://collection.britishmuseum.org/id/thesauri/language/old-babylonian-neo-babylonian,Old Babylonian & Neo-Babylonian,
http://collection.britishmuseum.org/id/thesauri/language/old-babylonian,Old Babylonian?,
http://collection.britishmuseum.org/id/thesauri/language/old-church-slavonic,Old Church Slavonic,
http://collection.britishmuseum.org/id/thesauri/language/old-egyptian,Old Egyptian,
http://collection.britishmuseum.org/id/thesauri/language/old-english,Old English,
http://collection.britishmuseum.org/id/thesauri/language/old-english,Old English ?,
http://collection.britishmuseum.org/id/thesauri/language/old-irish,Old Irish,
http://collection.britishmuseum.org/id/thesauri/language/old-norse,Old Norse,
http://collection.britishmuseum.org/id/thesauri/language/old-nubian,Old Nubian,
http://collection.britishmuseum.org/id/thesauri/language/old-nubian-and-greek,Old Nubian and Greek,
http://collection.britishmuseum.org/id/thesauri/language/old-persian,Old Persian,
http://collection.britishmuseum.org/id/thesauri/language/old-persian-elamite-babylonian-and-egyptian,"Old Persian, Elamite, Babylonian and Egyptian",
http://collection.britishmuseum.org/id/thesauri/language/old-slavonic,Old Slavonic,
http://collection.britishmuseum.org/id/thesauri/language/oriya,Oriya,
http://collection.britishmuseum.org/id/thesauri/language/oscan,Oscan,
http://collection.britishmuseum.org/id/thesauri/language/ottoman,Ottoman,
http://collection.britishmuseum.org/id/thesauri/language/pk,PK,
http://collection.britishmuseum.org/id/thesauri/language/pahalvi,Pahalvi,
http://collection.britishmuseum.org/id/thesauri/language/pahalvi-middle-persian,Pahalvi (Middle Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahalvi-middle-persian-and-arabic,Pahalvi (Middle Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi,Pahlavi,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi,Pahlavi (?),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian,Pahlavi (MIddle Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-midde-persian,Pahlavi (Midde Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middel-persian,Pahlavi (Middel Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian,Pahlavi (Middle  Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle  Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-perisan-and-arabic,Pahlavi (Middle Perisan) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-perisna,Pahlavi (Middle Perisna),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persia,Pahlavi (Middle Persia),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persia-and-arabic,Pahlavi (Middle Persia) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian,Pahlavi (Middle Persian),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian,Pahlavi (Middle Persian) ?,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-amd-arabic,Pahlavi (Middle Persian) amd Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle Persian) and  Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabi,Pahlavi (Middle Persian) and Arabi,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle Persian) and Arabic ?,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-kufic-arabic,Pahlavi (Middle Persian) and Kufic Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle Persian) and arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persiana,Pahlavi (Middle Persiana),
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-presian-and-arabic,Pahlavi (Middle Presian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (Middle persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi-middle-persian-and-arabic,Pahlavi (middle Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pahlavi,Pahlavi?,
http://collection.britishmuseum.org/id/thesauri/language/pahlevi,Pahlevi,
http://collection.britishmuseum.org/id/thesauri/language/pahlvai-middle-persian-and-arabic,Pahlvai (Middle Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/pali,Pali,
http://collection.britishmuseum.org/id/thesauri/language/pali-and-burmese,Pali and Burmese,
http://collection.britishmuseum.org/id/thesauri/language/pali-and-thai,Pali and Thai,
http://collection.britishmuseum.org/id/thesauri/language/palmyran,Palmyran,
http://collection.britishmuseum.org/id/thesauri/language/palmyrene,Palmyrene,
http://collection.britishmuseum.org/id/thesauri/language/palymrene,Palymrene,
http://collection.britishmuseum.org/id/thesauri/language/pamphylian,Pamphylian,
http://collection.britishmuseum.org/id/thesauri/language/parthian,Parthian,
http://collection.britishmuseum.org/id/thesauri/language/parthian,Parthian?,
http://collection.britishmuseum.org/id/thesauri/language/persian,Persian,
http://collection.britishmuseum.org/id/thesauri/language/persian-arabic,Persian & Arabic,
http://collection.britishmuseum.org/id/thesauri/language/persian-and-arabic,Persian and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/persian-and-hindi,Persian and Hindi,
http://collection.britishmuseum.org/id/thesauri/language/persian-and-turkish,Persian and Turkish,
http://collection.britishmuseum.org/id/thesauri/language/persian-and-sanskrit,Persian and sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/persian.-hindi,Persian. Hindi,
http://collection.britishmuseum.org/id/thesauri/language/persian-elamite-babylonian,Persian; Elamite; Babylonian,
http://collection.britishmuseum.org/id/thesauri/language/persian,Persian?,
http://collection.britishmuseum.org/id/thesauri/language/phalevi,Phalevi,
http://collection.britishmuseum.org/id/thesauri/language/phoenican,Phoenican,
http://collection.britishmuseum.org/id/thesauri/language/phoenican-or-hebrew,Phoenican or Hebrew,
http://collection.britishmuseum.org/id/thesauri/language/phoenican,Phoenican?,
http://collection.britishmuseum.org/id/thesauri/language/phoenician,Phoenician,
http://collection.britishmuseum.org/id/thesauri/language/phoenician,Phoenician ?,
http://collection.britishmuseum.org/id/thesauri/language/phoenician-and-greek,Phoenician and  Greek,
http://collection.britishmuseum.org/id/thesauri/language/phoenician-or-hebrew,Phoenician or Hebrew,
http://collection.britishmuseum.org/id/thesauri/language/phoenician/greek,Phoenician/Greek,
http://collection.britishmuseum.org/id/thesauri/language/phoenician,Phoenician?,
http://collection.britishmuseum.org/id/thesauri/language/polish,Polish,
http://collection.britishmuseum.org/id/thesauri/language/portugal,Portugal,
http://collection.britishmuseum.org/id/thesauri/language/portuguesa,Portuguesa,
http://collection.britishmuseum.org/id/thesauri/language/portuguese,Portuguese,
http://collection.britishmuseum.org/id/thesauri/language/portuguese-and-chinese,Portuguese and Chinese,
http://collection.britishmuseum.org/id/thesauri/language/potuguese,Potuguese,
http://collection.britishmuseum.org/id/thesauri/language/prakrit,Prakrit,
http://collection.britishmuseum.org/id/thesauri/language/prakrit,Prakrit (?),
http://collection.britishmuseum.org/id/thesauri/language/proto-canaanite,Proto-Canaanite,
http://collection.britishmuseum.org/id/thesauri/language/pseudo-pahlavi-middle-persian,Pseudo-Pahlavi (Middle Persian),
http://collection.britishmuseum.org/id/thesauri/language/pseudo-pahlavi-middle-persian-and-arabic,Pseudo-Pahlavi (Middle Persian) and Arabic,
http://collection.britishmuseum.org/id/thesauri/language/punic,Punic,
http://collection.britishmuseum.org/id/thesauri/language/punjabi,Punjabi,
http://collection.britishmuseum.org/id/thesauri/language/pyu,Pyu,
http://collection.britishmuseum.org/id/thesauri/language/qatabanic,Qatabanic,
http://collection.britishmuseum.org/id/thesauri/language/qatabanic,Qatabanic?,
http://collection.britishmuseum.org/id/thesauri/language/r-joly-51,R Joly 51,
http://collection.britishmuseum.org/id/thesauri/language/rajasthani,Rajasthani,
http://collection.britishmuseum.org/id/thesauri/language/roman-numerals,Roman Numerals,
http://collection.britishmuseum.org/id/thesauri/language/roman-capitals,Roman capitals,
http://collection.britishmuseum.org/id/thesauri/language/roman-letters,Roman letters,
http://collection.britishmuseum.org/id/thesauri/language/roman-letters-and-english,Roman letters and English,
http://collection.britishmuseum.org/id/thesauri/language/roman-letters-and-englsih,Roman letters and Englsih,
http://collection.britishmuseum.org/id/thesauri/language/romani,Romani,
http://collection.britishmuseum.org/id/thesauri/language/romanian,Romanian,
http://collection.britishmuseum.org/id/thesauri/language/romanised-chinese,Romanised Chinese,
http://collection.britishmuseum.org/id/thesauri/language/romanised-chinese-non-standard,Romanised Chinese (non-standard),
http://collection.britishmuseum.org/id/thesauri/language/runic,Runic,
http://collection.britishmuseum.org/id/thesauri/language/russian,Russian,
http://collection.britishmuseum.org/id/thesauri/language/sabaean,Sabaean,
http://collection.britishmuseum.org/id/thesauri/language/sabaic,Sabaic,
http://collection.britishmuseum.org/id/thesauri/language/sabaic-late-sabaic,Sabaic - Late Sabaic,
http://collection.britishmuseum.org/id/thesauri/language/sabaic,Sabaic?,
http://collection.britishmuseum.org/id/thesauri/language/safaitic,Safaitic,
http://collection.britishmuseum.org/id/thesauri/language/samoan,Samoan,
http://collection.britishmuseum.org/id/thesauri/language/sanksrit,Sanksrit,
http://collection.britishmuseum.org/id/thesauri/language/sanskrit,Sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/sanskrit-local-dialect,Sanskrit & local dialect,
http://collection.britishmuseum.org/id/thesauri/language/sanskrit-corrupt,Sanskrit (corrupt),
http://collection.britishmuseum.org/id/thesauri/language/sanskrit-top-urdu-top-braj-bhasa-or-local-dialect-centre,"Sanskrit (top), urdu (top), braj bhasa or local dialect (centre)",
http://collection.britishmuseum.org/id/thesauri/language/sanskrit-and-tibetan,Sanskrit and Tibetan,
http://collection.britishmuseum.org/id/thesauri/language/sanskrit,Sanskrit(?),
http://collection.britishmuseum.org/id/thesauri/language/sanskrit,Sanskrit?,
http://collection.britishmuseum.org/id/thesauri/language/scots,Scots,
http://collection.britishmuseum.org/id/thesauri/language/seisei-kiitsu,Seisei Kiitsu,
http://collection.britishmuseum.org/id/thesauri/language/semitic-or-numidian,Semitic or Numidian,
http://collection.britishmuseum.org/id/thesauri/language/semitic,Semitic?,
http://collection.britishmuseum.org/id/thesauri/language/serbian,Serbian,
http://collection.britishmuseum.org/id/thesauri/language/serbo-croatian,Serbo-Croatian,
http://collection.britishmuseum.org/id/thesauri/language/serbo-croation,Serbo-Croation,
http://collection.britishmuseum.org/id/thesauri/language/sesotho,Sesotho,
http://collection.britishmuseum.org/id/thesauri/language/shan,Shan,
http://collection.britishmuseum.org/id/thesauri/language/shiite,Shiite,
http://collection.britishmuseum.org/id/thesauri/language/shukurin,Shukurin,
http://collection.britishmuseum.org/id/thesauri/language/siswati,SiSwati,
http://collection.britishmuseum.org/id/thesauri/language/sinaitic,Sinaitic,
http://collection.britishmuseum.org/id/thesauri/language/sinhala,Sinhala,
http://collection.britishmuseum.org/id/thesauri/language/slovak,Slovak,
http://collection.britishmuseum.org/id/thesauri/language/slovakian,Slovakian,
http://collection.britishmuseum.org/id/thesauri/language/slovenian,Slovenian,
http://collection.britishmuseum.org/id/thesauri/language/sogdian,Sogdian,
http://collection.britishmuseum.org/id/thesauri/language/somali,Somali,
http://collection.britishmuseum.org/id/thesauri/language/sotho,Sotho,
http://collection.britishmuseum.org/id/thesauri/language/spanish,Spanish,
http://collection.britishmuseum.org/id/thesauri/language/spanish-english,Spanish & English,
http://collection.britishmuseum.org/id/thesauri/language/spanish-cuban,Spanish (Cuban),
http://collection.britishmuseum.org/id/thesauri/language/spanish,Spanish ?,
http://collection.britishmuseum.org/id/thesauri/language/spanish-english,"Spanish, English",
http://collection.britishmuseum.org/id/thesauri/language/spanish,Spanish?,
http://collection.britishmuseum.org/id/thesauri/language/sumerian,Sumerian,
http://collection.britishmuseum.org/id/thesauri/language/sumerian-or-akkadian,Sumerian or Akkadian,
http://collection.britishmuseum.org/id/thesauri/language/sumerian-akkadian,Sumerian-Akkadian,
http://collection.britishmuseum.org/id/thesauri/language/sumerian,Sumerian?,
http://collection.britishmuseum.org/id/thesauri/language/sumero-akkadian,Sumero-Akkadian,
http://collection.britishmuseum.org/id/thesauri/language/swahili,Swahili,
http://collection.britishmuseum.org/id/thesauri/language/swedish,Swedish,
http://collection.britishmuseum.org/id/thesauri/language/swiss,Swiss,
http://collection.britishmuseum.org/id/thesauri/language/syllabic,Syllabic,
http://collection.britishmuseum.org/id/thesauri/language/syllabic-european,Syllabic & European,
http://collection.britishmuseum.org/id/thesauri/language/syllabic-script,Syllabic script,
http://collection.britishmuseum.org/id/thesauri/language/syllabics,Syllabics,
http://collection.britishmuseum.org/id/thesauri/language/symbol,Symbol,
http://collection.britishmuseum.org/id/thesauri/language/syriac,Syriac,
http://collection.britishmuseum.org/id/thesauri/language/syriac,Syriac?,
http://collection.britishmuseum.org/id/thesauri/language/syrian-english-numeric,"Syrian, English, numeric",
http://collection.britishmuseum.org/id/thesauri/language/t-or-x,T (or X),
http://collection.britishmuseum.org/id/thesauri/language/tahitian,Tahitian,
http://collection.britishmuseum.org/id/thesauri/language/takari,Takari,
http://collection.britishmuseum.org/id/thesauri/language/tamil,Tamil,
http://collection.britishmuseum.org/id/thesauri/language/telegu,Telegu,
http://collection.britishmuseum.org/id/thesauri/language/telugu,Telugu,
http://collection.britishmuseum.org/id/thesauri/language/thai,Thai,
http://collection.britishmuseum.org/id/thesauri/language/thai-and-chinese,Thai and Chinese,
http://collection.britishmuseum.org/id/thesauri/language/thai-and-khmer,Thai and Khmer,
http://collection.britishmuseum.org/id/thesauri/language/thai-and-pali,Thai and Pali,
http://collection.britishmuseum.org/id/thesauri/language/thai-and-sanskrit,Thai and Sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/thai-cambodian,Thai; Cambodian,
http://collection.britishmuseum.org/id/thesauri/language/thamudic,Thamudic,
http://collection.britishmuseum.org/id/thesauri/language/tibetan,Tibetan,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-and-sanskrit-or-a-mixture-of-both,Tibetan (?) and Sanskrit (?) or a mixture of both,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-or-sanskrit-or-a-mixture-of-both,Tibetan (?) or Sanskrit (?) or a mixture of both,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-and-sanskrit,Tibetan and ?Sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-and-sanskrit,Tibetan and Sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-and/or-sanskrit,Tibetan and/or Sanskrit,
http://collection.britishmuseum.org/id/thesauri/language/tibetan-buddhist-hybrid-sanskrit,"Tibetan, Buddhist Hybrid Sanskrit",
http://collection.britishmuseum.org/id/thesauri/language/tibetan-chinese,"Tibetan, Chinese",
http://collection.britishmuseum.org/id/thesauri/language/tibetan-chinese,Tibetan; Chinese,
http://collection.britishmuseum.org/id/thesauri/language/transliteration-in-roman-letters-and-english,Transliteration in Roman letters and English,
http://collection.britishmuseum.org/id/thesauri/language/tsonga,Tsonga,
http://collection.britishmuseum.org/id/thesauri/language/tswana,Tswana,
http://collection.britishmuseum.org/id/thesauri/language/tughra,Tughra,
http://collection.britishmuseum.org/id/thesauri/language/turkish,Turkish,
http://collection.britishmuseum.org/id/thesauri/language/turkish/english,Turkish/English,
http://collection.britishmuseum.org/id/thesauri/language/turkmen,Turkmen,
http://collection.britishmuseum.org/id/thesauri/language/twi,Twi,
http://collection.britishmuseum.org/id/thesauri/language/uighur,Uighur,
http://collection.britishmuseum.org/id/thesauri/language/ukraine,Ukraine,
http://collection.britishmuseum.org/id/thesauri/language/ukrainian,Ukrainian,
http://collection.britishmuseum.org/id/thesauri/language/ukranian,Ukranian,
http://collection.britishmuseum.org/id/thesauri/language/ukrianian,Ukrianian,
http://collection.britishmuseum.org/id/thesauri/language/uncertain,Uncertain,
http://collection.britishmuseum.org/id/thesauri/language/unclear,Unclear,
http://collection.britishmuseum.org/id/thesauri/language/unknown,Unknown,
http://collection.britishmuseum.org/id/thesauri/language/urartian,Urartian,
http://collection.britishmuseum.org/id/thesauri/language/urdu,Urdu,
http://collection.britishmuseum.org/id/thesauri/language/urdu-and-bengali,Urdu and Bengali,
http://collection.britishmuseum.org/id/thesauri/language/urdu-arabic,"Urdu, Arabic",
http://collection.britishmuseum.org/id/thesauri/language/urdu,Urdu?,
http://collection.britishmuseum.org/id/thesauri/language/uzbek,Uzbek,
http://collection.britishmuseum.org/id/thesauri/language/venda,Venda,
http://collection.britishmuseum.org/id/thesauri/language/vietname,Vietname,
http://collection.britishmuseum.org/id/thesauri/language/vietnamese,Vietnamese,
http://collection.britishmuseum.org/id/thesauri/language/vietnamese-russian-chinese-spanish-english-and-french-and-german-and-italian,"Vietnamese, Russian,Chinese,Spanish,English and French and German and Italian",
http://collection.britishmuseum.org/id/thesauri/language/welsh,Welsh,
http://collection.britishmuseum.org/id/thesauri/language/xhosa,Xhosa,
http://collection.britishmuseum.org/id/thesauri/language/yoruba,Yoruba,
http://collection.britishmuseum.org/id/thesauri/language/yugoslavian,Yugoslavian,
http://collection.britishmuseum.org/id/thesauri/language/zulu,Zulu,
http://collection.britishmuseum.org/id/thesauri/language/zulu/swati,Zulu/Swati,
http://collection.britishmuseum.org/id/thesauri/language/africkaans,africkaans,
http://collection.britishmuseum.org/id/thesauri/language/akkadian,akkadian,
