URI,Label
http://collection.britishmuseum.org/id/thesauri/authority/E,Eponym
http://collection.britishmuseum.org/id/thesauri/authority/G,Govenor
http://collection.britishmuseum.org/id/thesauri/authority/I,Issuer
http://collection.britishmuseum.org/id/thesauri/authority/Y,Magistrate
http://collection.britishmuseum.org/id/thesauri/authority/K,Ruler
